run_name,min_eval_loss,hidden_size,attention_probs_dropout_prob,hidden_dropout_prob,intermediate_size,num_attention_heads,num_hidden_layers,learning_rate,pretraining_task,bace_classification_valid_roc_auc_score,bace_classification_valid_average_precision_score,bace_classification_test_roc_auc_score,bace_classification_test_average_precision_score,bace_regression_valid_pearsonr,bace_regression_valid_rmse,bace_regression_test_pearsonr,bace_regression_test_rmse,bbbp_valid_roc_auc_score,bbbp_valid_average_precision_score,bbbp_test_roc_auc_score,bbbp_test_average_precision_score,clearance_valid_pearsonr,clearance_valid_rmse,clearance_test_pearsonr,clearance_test_rmse,clintox_valid_roc_auc_score,clintox_valid_average_precision_score,clintox_test_roc_auc_score,clintox_test_average_precision_score,delaney_valid_pearsonr,delaney_valid_rmse,delaney_test_pearsonr,delaney_test_rmse,lipo_valid_pearsonr,lipo_valid_rmse,lipo_test_pearsonr,lipo_test_rmse,tox21_valid_roc_auc_score,tox21_valid_average_precision_score,tox21_test_roc_auc_score,tox21_test_average_precision_score
run_19,0.1689134985208511,57,0.129,0.139,10476,3,5,5.778969155345522e-05,77M-MLM,0.6844349680170576,0.6820666489625056,0.7786231884057971,0.818933083660373,0.3860133459115099,0.5264909704509955,0.6969597205663369,1.0662174437869147,0.6460597826086956,0.7002076739630833,0.4465748145293381,0.4696089033671224,0.3818319306721318,1.190679579098768,0.4370389515754247,1.1210275817313275,0.39906103286384975,0.9566000338353682,0.5943245403677058,0.9598893131404352,0.37392093305871343,1.0246200941653318,0.43707341602884275,1.0897339889787716,0.6756056727895428,0.7440130949437885,0.611013743379786,0.7279904532634256,0.69590768702814,0.3892122989264966,0.7083027545378932,0.33002392500797995
run_19,0.1689134985208511,57,0.129,0.139,10476,3,5,5.778969155345522e-05,77M-MLM,0.6638237384506042,0.657261820080975,0.7871376811594204,0.8195351788784626,0.3519714269834192,0.5194600525942193,0.698362821969817,1.0849808961057381,0.6478066770186335,0.7018610983331084,0.44821273725792465,0.47058617129334757,0.4529334009553861,1.1544873192328433,0.47336446246701447,1.1082015537604122,0.3884976525821596,0.9555854064633408,0.6071143085531575,0.9577304271418186,0.37412025186894904,1.024294915411252,0.4393340464458533,1.0893484226967847,0.6584904146362329,0.7599767191582544,0.5889829139783336,0.7428094831535451,0.6981811942347289,0.35162722635158716,0.7188218601692841,0.3733260609055476
run_19,0.1689134985208511,57,0.129,0.139,10476,3,5,5.778969155345522e-05,77M-MLM,0.6721748400852878,0.6552717532681095,0.7835144927536232,0.8109261721322276,0.38055168659486893,0.5228982180153181,0.7067666127731187,1.1036087006143709,0.6512034161490684,0.7024317860652184,0.4485017824453223,0.4708899918260095,0.44608466927011814,1.169826513751244,0.43204092256243376,1.1432341583651828,0.39436619718309857,0.9561064448506316,0.6063149480415667,0.9592608468330359,0.37492238900584285,1.0244129625937068,0.4395932231471628,1.0894612147296006,0.6511331827302341,0.7680262649096061,0.5801181820272123,0.7468293599376198,0.7082189430336308,0.39265801479112034,0.7226136308038554,0.316314165951801
run_19,0.1689134985208511,57,0.129,0.139,10476,3,5,5.778969155345522e-05,77M-MLM,0.6762615493958778,0.6636676084310995,0.7815217391304349,0.8153673433935665,0.38048713747141505,0.5286672955529205,0.6834480826652086,1.1260332634178758,0.6498447204968943,0.7008532454494998,0.4492725696117159,0.47138797964329804,0.42991995956595797,1.1778133470460828,0.3770818092053314,1.1599855635162224,0.37676056338028174,0.9553903754496842,0.6111111111111112,0.9593935967255478,0.37494838343313414,1.0245105543445323,0.4398907971217498,1.0896367317169686,0.6751719089581518,0.7447385952320641,0.6066636750131407,0.733962508800201,0.7064601921757035,0.33666196065511883,0.7239101717305152,0.2886429168788952
run_19,0.1689134985208511,57,0.129,0.139,10476,3,5,5.778969155345522e-05,77M-MLM,0.6856787491115849,0.687578438320153,0.7916666666666667,0.8252820420891873,0.3943207520249321,0.5350686252378474,0.6994583131051246,1.1308677406522982,0.6507181677018634,0.70373498872546,0.4494652664033144,0.47306305030061596,0.4110895860264605,1.1896627795970738,0.49867725992311746,1.1164576964089241,0.397887323943662,0.9577752737595886,0.6031175059952039,0.9553616431260435,0.3731140080110571,1.0250146106809925,0.4403388719634326,1.090029284927976,0.694748556698617,0.7291153915323899,0.6262678420388059,0.7239349868698008,0.7142029855868223,0.38425827911687216,0.739811145359362,0.31411760702368247
run_11,0.5787794589996338,112,0.118,0.183,4844,8,5,1.653224652227841e-06,77M-MLM,0.6581378820184791,0.7316071568398406,0.7690217391304348,0.8125897853716005,0.025686377766407933,0.5202320608146657,0.7757128913526853,1.0881479827434914,0.953416149068323,0.954161464967767,0.7031505925426341,0.7493391161082033,0.1914849705659316,1.267120636118392,0.3196181267358944,1.1962341183659664,0.6960093896713616,0.9815786338308834,0.596722621902478,0.9576578048676145,0.7733759164308447,0.6168620393357487,0.8410889127894638,0.557614476802641,0.5874876101853954,0.8141278166504908,0.4698052505767664,0.8123135783607468,0.7179135209334248,0.31991238299813096,0.7458290523019717,0.2852113755646455
run_11,0.5787794589996338,112,0.118,0.183,4844,8,5,1.653224652227841e-06,77M-MLM,0.6927860696517413,0.7300769674124288,0.8067028985507246,0.8503598160060715,0.04141445293815824,0.5242357712971478,0.7677998558268548,1.0939253102759086,0.6645962732919255,0.6733634638279518,0.5718759032662106,0.6005463960078469,0.19816995679933885,1.2680616932005715,0.3102320556904155,1.2037272017394005,0.6877934272300469,0.9820602770003946,0.5247801758593126,0.95608009862167,0.7487976210049596,0.6418277854556536,0.8201318014480006,0.5872093669319092,0.6083151398146432,0.7994185351924881,0.5102964212645824,0.7956800165833181,0.7691746739876458,0.3834996693153346,0.7311512304907286,0.302214800293779
run_11,0.5787794589996338,112,0.118,0.183,4844,8,5,1.653224652227841e-06,77M-MLM,0.6760838663823737,0.7502181762487796,0.7972826086956522,0.8247358169900567,0.03413925882347002,0.5086184036045561,0.7866910439642376,1.0804240676857209,0.953027950310559,0.9552383167771553,0.6773292224684458,0.6815393974382524,0.19743052665268618,1.2651778891934151,0.2842307340992749,1.1979220772851573,0.6678403755868545,0.9785020792561876,0.5183852917665868,0.9529186545732249,0.7731955302800296,0.6269673507355588,0.8364228401257706,0.5773305022238139,0.5776497418662965,0.8215672264503855,0.4778653155527161,0.8178735133301448,0.7567776252573781,0.3901347476656119,0.7431381183032438,0.2612304505045261
run_11,0.5787794589996338,112,0.118,0.183,4844,8,5,1.653224652227841e-06,77M-MLM,0.6572494669509594,0.7229603441112296,0.7873188405797101,0.8256853903414336,0.06256496877269807,0.510056102294727,0.7730894325251396,1.0740924506776486,0.9556482919254659,0.9558382708194917,0.6896618171307448,0.7075075576019281,0.21637705840949092,1.2671618598125174,0.31313306630450366,1.2073720308768914,0.5669014084507042,0.9723013910240137,0.4944044764188649,0.9364903725204667,0.8046091614567873,0.5918191017083642,0.8573944797639919,0.5346985785392337,0.5667584692733241,0.8286311965369042,0.4888987296699373,0.8136227700467423,0.747083047357584,0.3497448529952664,0.738783697832575,0.25938318406566163
run_11,0.5787794589996338,112,0.118,0.183,4844,8,5,1.653224652227841e-06,77M-MLM,0.6886993603411513,0.7283191499199332,0.8054347826086956,0.8489962212369705,0.04374516407065548,0.5248599327031667,0.7757660176751184,1.1037820860461656,0.733307453416149,0.7152057224622103,0.5867617304171886,0.5858651989975874,0.19466721873456883,1.2679249269991686,0.3072376996622822,1.1948417462772296,0.6537558685446009,0.9805644484313626,0.5399680255795363,0.9432523270498132,0.7876474200786678,0.6108139081724018,0.8534438042490541,0.5511877539691837,0.5854502289682548,0.8152500598433159,0.4744452693671318,0.8185508012398522,0.739490391214825,0.3689411010521116,0.7269925143108763,0.26969147290409284
run_39,0.4217498302459717,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,77M-MLM,0.6771499644633974,0.6937621292154749,0.7695652173913043,0.7872302093548537,0.15796968898371255,0.5670844631613637,0.5702705329792384,1.1698182665529266,0.9485636645962733,0.9506520387445877,0.6701994411793043,0.671364333741796,0.4081691922005724,1.1762302515884182,0.48347570972149234,1.0975529002486237,0.39084507042253525,0.9525565062642234,0.6430855315747402,0.9678170851034769,0.8251059277053541,0.5695276651221836,0.8775447269267967,0.5002335582751426,0.5942439841268579,0.8102153348811071,0.5000754792894809,0.8028382095838431,0.7939258750857927,0.47694440413291206,0.7720045011986888,0.31581955733747535
run_39,0.4217498302459717,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,77M-MLM,0.6476545842217484,0.6694463239719208,0.668659420289855,0.7617323833386693,0.14319695483591077,0.5741585044477514,0.4359923910192337,1.2344230538163394,0.9533190993788819,0.9569286328048391,0.6645148858271509,0.65522862700758,0.4130460455404762,1.1771134312962215,0.49802673163020883,1.0803596369817376,0.4084507042253521,0.9535207190900403,0.6031175059952039,0.9643412254893478,0.8269946150067683,0.5732124550922667,0.882909909356233,0.4948429415311896,0.6354257758936535,0.7788651792502748,0.5335245900713906,0.788923707180554,0.7823867536032945,0.424622221922168,0.7169626694065266,0.3198065649467203
run_39,0.4217498302459717,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,77M-MLM,0.670042643923241,0.6853635535343257,0.7423913043478261,0.7762723733804042,0.15299217077015298,0.5706951044487119,0.5542007186264721,1.1599931664893595,0.9484666149068324,0.9484131707395536,0.6722227574910877,0.6734555943450772,0.43355002532555714,1.165949543189661,0.4958717414330652,1.0774657232768792,0.4354460093896714,0.9578297598022747,0.6135091926458833,0.9637110712018543,0.82307301330939,0.5760897372632701,0.8779533917353137,0.5060932317761,0.6297598510044056,0.7817952984769898,0.5231916807509995,0.7914237670469844,0.7755233356211393,0.429804427390671,0.7497431381183032,0.28132183146730194
run_39,0.4217498302459717,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,77M-MLM,0.6684434968017058,0.6877871077145905,0.7657608695652174,0.7931148938938769,0.2017368869615394,0.5754811116598134,0.6564519977179837,1.1058915287391895,0.9506017080745341,0.9500874539844716,0.6623952211195683,0.6567442470274427,0.4757026199957892,1.133886122126053,0.47744196473631423,1.103568930375589,0.6338028169014085,0.9783936664631909,0.6414868105515589,0.9599032920907347,0.8276868756929281,0.5615008115155686,0.879639627053249,0.4926657737929881,0.60426056867885,0.802143733454688,0.49074657906080454,0.820999577440214,0.7687028140013727,0.41691313926673035,0.7417192621948236,0.324869158544239
run_39,0.4217498302459717,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,77M-MLM,0.6671997157071784,0.6969448288328726,0.6661231884057971,0.7329402743550181,0.16531414835153768,0.5650292366537535,0.6235801278614037,1.1430616174062547,0.9468167701863355,0.9443212040797951,0.6705848347625013,0.665121936965759,0.3966801683933718,1.1903910213514541,0.4790407720166089,1.0939465879664736,0.505868544600939,0.9656143393791364,0.652677857713829,0.9665185108690516,0.803471220942306,0.5863480044884847,0.8675576271078831,0.5116933375741571,0.5904776714643413,0.8137015463519585,0.5175072340803557,0.7906312247122383,0.7747083047357584,0.42977681638895054,0.7459758305200841,0.33896851193532407
run_38,0.386785477399826,126,0.109,0.279,456,3,2,2.0809594829866996e-05,77M-MLM,0.48063255152807394,0.5815569371359639,0.4077898550724638,0.5280245160984851,0.20068024291368594,0.5724518479375774,0.7962741014033994,1.0720901151504068,0.5876358695652173,0.6432164995780325,0.5467771461605164,0.5466845251677896,0.33770108905887647,1.2134355445622138,0.5022904335963838,1.0860392843496154,0.6713615023474179,0.9820277097893191,0.6334932054356516,0.9518411120142235,0.6129220410576489,0.772836215025588,0.6963469333749935,0.7867643303909242,0.5599946150744078,0.8419329276992333,0.535669251258561,0.7858545293293615,0.7768960192175703,0.47318763146842474,0.7395665149958413,0.3064318166491805
run_38,0.386785477399826,126,0.109,0.279,456,3,2,2.0809594829866996e-05,77M-MLM,0.4802771855010661,0.5814198979321884,0.4077898550724638,0.5280245160984851,0.1623253488962776,0.5747793353369584,0.7809490418626043,1.1087981233856412,0.5875388198757764,0.6431121309074873,0.5467771461605164,0.5466845251677896,0.3383427659626493,1.2130383801224767,0.46951649577691656,1.1039563289052858,0.5704225352112676,0.9735977023624509,0.6247002398081535,0.9581688673192397,0.6107763093162274,0.7737400638659258,0.6969718582047506,0.7864264830207995,0.5809930333856277,0.8330327834416444,0.5568358116508766,0.774574350774651,0.7755662319835277,0.4003526804459388,0.7551739321884632,0.30681742165318765
run_38,0.386785477399826,126,0.109,0.279,456,3,2,2.0809594829866996e-05,77M-MLM,0.4802771855010661,0.5814198979321884,0.4077898550724638,0.5280245160984851,0.1628553390765438,0.5799153602519435,0.7300965842557301,1.1708868931639422,0.5876358695652173,0.6432164995780325,0.5467771461605164,0.5466845251677896,0.33012361712463933,1.2305999306030238,0.47526701369482127,1.0909428641791172,0.6607981220657277,0.9810644280505033,0.6374900079936052,0.9515107513710057,0.6134459052126956,0.7726548413009966,0.698308865300578,0.7868679318427235,0.5508571165643096,0.8515585965412876,0.49418797557892136,0.8076791137401668,0.7856897735072065,0.4380651693347585,0.727971035764959,0.30506155041454047
run_38,0.386785477399826,126,0.109,0.279,456,3,2,2.0809594829866996e-05,77M-MLM,0.4804548685145701,0.5816525197165344,0.4077898550724638,0.5280245160984851,0.14087780196117702,0.5784043011311245,0.6339252654143533,1.2218839723826356,0.5876358695652174,0.6433588645972722,0.5467771461605164,0.5466845251677896,0.3172962247590984,1.2273078621880222,0.4778379672751724,1.0957238265431073,0.6619718309859155,0.9810362120037854,0.6310951239008793,0.9550532578425982,0.611595859517486,0.7727570379919779,0.6972571359862979,0.7851655865561641,0.5577172419476821,0.8413852131283954,0.5195078458727878,0.7911084839617067,0.7610243651338365,0.4143903222917463,0.7569841968785165,0.2957355366084656
run_38,0.386785477399826,126,0.109,0.279,456,3,2,2.0809594829866996e-05,77M-MLM,0.4802771855010661,0.5814198979321884,0.4077898550724638,0.5280245160984851,0.18391100063759053,0.5737423536023424,0.8031964955958988,1.0747859640378759,0.5875388198757763,0.6431780143563577,0.5467771461605164,0.5466845251677896,0.3177554388439399,1.2251738161962842,0.4749266330580221,1.099209690699467,0.6584507042253521,0.9810799540302334,0.6143085531574741,0.9492096819416076,0.6098841829796045,0.7737844529876166,0.6982785997207033,0.7847321423086956,0.5674557793455827,0.8407715928516708,0.5046003194226999,0.8060443324955849,0.7528740562800275,0.42546368191384754,0.7494495816820783,0.29687846965005676
run_45,0.1363740265369415,384,0.109,0.144,464,12,3,0.0001408115147143,77M-MLM,0.6135394456289979,0.6405704835132975,0.5601449275362319,0.6669113900740756,0.1522122149879838,0.5973346327535173,0.3447227603169577,1.2621634406162245,0.9572981366459627,0.9480947003276973,0.7419789960497156,0.7702990240274761,0.43458957539784093,1.1641574836577144,0.4842035677231703,1.0887202662428361,0.6549295774647886,0.9820070219152149,0.6302957633892885,0.9676833217532014,0.8739546854337523,0.4666623761843644,0.8749434657333293,0.5064938226041025,0.7002727775853864,0.7421916380463666,0.6475533914010634,0.7227678217249097,0.7042724776938915,0.4094400340723494,0.7323743823083322,0.3295062527885364
run_45,0.1363740265369415,384,0.109,0.144,464,12,3,0.0001408115147143,77M-MLM,0.6135394456289979,0.6405704835132975,0.5601449275362319,0.6669113900740756,0.1521575786390131,0.5972641543919954,0.3449339001913779,1.2621396950333987,0.9587538819875776,0.9483941239959579,0.7349455631563734,0.7689533949602676,0.43219301390615733,1.1660203043125736,0.47757524536463036,1.0939125981681552,0.5293427230046949,0.9717284472527961,0.6342925659472423,0.9660596329461743,0.8681430922280596,0.4765335005986098,0.8707673433885104,0.5131244745014772,0.7184427109386144,0.7348966999975717,0.6758766913795773,0.7137329962240878,0.7079615648593,0.41321639312963915,0.737756250305788,0.3352312835560966
run_45,0.1363740265369415,384,0.109,0.144,464,12,3,0.0001408115147143,77M-MLM,0.6135394456289979,0.6405704835132975,0.5603260869565218,0.6683606654363945,0.15210316792681564,0.597348410035278,0.3448331840488281,1.2621632332115276,0.9582686335403727,0.9484926004441467,0.7353309567395703,0.7632275252432389,0.4344349688183994,1.1640207396614812,0.4934304870720654,1.0824949622021625,0.5375586854460094,0.9725182438298643,0.6318944844124701,0.9675166980109401,0.8717978272739979,0.46988735170670703,0.8704516199257147,0.513691445430559,0.7403726981173309,0.7112796099871032,0.6935276088640432,0.7003679841742226,0.7047443376801648,0.41311006462195105,0.7364841724154804,0.3327028607359242
run_45,0.1363740265369415,384,0.109,0.144,464,12,3,0.0001408115147143,77M-MLM,0.6135394456289979,0.6405704835132975,0.5601449275362319,0.6669113900740756,0.1520513247552201,0.5973389471596878,0.3449690646964967,1.262159396523424,0.9581715838509316,0.9486134601339966,0.7395702861547355,0.7674363740081066,0.4446212216391131,1.1579581837068962,0.4809342344264873,1.0911522586177742,0.539906103286385,0.9723966294754652,0.6358912869704236,0.9665048043099582,0.8648178341343528,0.4826238011394452,0.871235486161042,0.5110059862771259,0.6872194483904203,0.7512467296065719,0.636140018607096,0.7261907765570333,0.7068891557995882,0.4181419710357317,0.7385390674690543,0.33194675619495584
run_45,0.1363740265369415,384,0.109,0.144,464,12,3,0.0001408115147143,77M-MLM,0.6135394456289979,0.6405704835132975,0.5601449275362319,0.6669113900740756,0.15214579960432448,0.5973472687972953,0.34477699786355753,1.2621574893278962,0.9564246894409938,0.9447651151904787,0.7367761826765583,0.7665732508884878,0.43900846273403227,1.1615707455008777,0.4860421648214774,1.0877059558903646,0.545774647887324,0.973303471412813,0.6310951239008793,0.9676074280500293,0.8762373989346439,0.4656395467577327,0.8757617241865384,0.5041816147014256,0.6898438678684323,0.7585360361270167,0.6341079150564091,0.7390253707761268,0.7015271105010294,0.4123420318507219,0.7320318997994031,0.32845849487303724
